City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
579,Nantucket,US,66.99,clear sky,41.2835,-70.0995,Jared Coffin House
580,Qinhuangdao,CN,69.82,overcast clouds,39.9317,119.5883,Qinhuangdao Peninsula Seasons Hotel And Apartment
581,Corinth,GR,65.75,clear sky,37.9407,22.9573,Ephira Hotel
585,Sulangan,PH,82.45,overcast clouds,11.1373,123.7228,Maia's Beach Resort
586,Imbituba,BR,66.09,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
587,Ciudad Bolivar,VE,79.03,broken clouds,8.1222,-63.5497,Hotel Edi
588,Orós,BR,80.11,clear sky,-6.2444,-38.9136,Pousada Orós
591,El Paisnal,SV,77.41,overcast clouds,13.9736,-89.2186,Hacienda El Rancho
594,Kolondiéba,ML,70.23,broken clouds,11.0882,-6.8926,Hotel Dakan
596,Sassandra,CI,74.71,light rain,4.95,-6.0833,la terrasse
597,Querecotillo,PE,68.02,few clouds,-4.8378,-80.6456,La casa de Roberto
598,Ampanihy,MG,70.11,few clouds,-24.7,44.75,Angora Hotel
599,Honiara,SB,82.54,overcast clouds,-9.4333,159.95,Heritage Park Hotel
602,Cangzhou,CN,73.63,light rain,38.3167,116.8667,Jinji Express Hotel
603,Wuzhou,CN,86.56,clear sky,23.4833,111.3167,Wuzhou Hostel
605,Harlingen,US,81.05,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
606,Alyangula,AU,84.87,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
607,Arrondissement de Mont-de-Marsan,FR,75.69,light rain,44.0,-0.6667,Le moulin vieux
609,Bajil,YE,86.45,overcast clouds,15.0584,43.2851,فندق حضرموت
610,Le Port,RE,69.8,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
613,Banepā,NP,66.52,broken clouds,27.6298,85.5214,Dhulikhel Lodge Resort
614,Brigantine,US,69.01,clear sky,39.4101,-74.3646,Legacy Vacation Resorts Brigantine Beach
616,Gorontalo,ID,85.51,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
620,Cessnock,AU,79.63,scattered clouds,-32.8333,151.35,Hunter Valley Motel
621,Aswān,EG,74.8,clear sky,24.0934,32.907,Nuba Nile
622,Waingapu,ID,86.23,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
626,Morgan City,US,75.2,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
629,Āsmār,AF,71.51,clear sky,35.0333,71.3581,COP Monti
634,Luoyang,CN,74.95,overcast clouds,34.6836,112.4536,易家国际青年旅舍
636,Char Bhadrāsan,BD,82.45,few clouds,23.3167,90.2167,Sheikh bari
637,Myitkyina,MM,76.86,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
638,Nagato,JP,79.21,clear sky,34.3833,131.2,いそう庵
640,Trindade,BR,78.55,broken clouds,-16.6494,-49.4889,Pousada Central
643,Acaraú,BR,78.53,clear sky,-2.8856,-40.12,castelo pizzaria
645,Kloulklubed,PW,86.5,broken clouds,7.0419,134.2556,Storyboard Beach Resort
646,Bad Langensalza,DE,65.68,overcast clouds,51.1,10.65,Alpha Hotel - Hermann von Salza
647,Keningau,MY,73.85,overcast clouds,5.3378,116.1602,Sabindo Hotel
648,Mahajanga,MG,69.82,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
649,Pirapora,BR,81.21,scattered clouds,-17.345,-44.9419,Santos Palace Hotel
